ga:date,ga:segment,ga:transactionId,ga:campaign,ga:productName,ga:productBrand,ga:productCategoryLevel1,ga:productCategoryLevel2,ga:itemRevenue,ga:uniquePurchases,ga:itemQuantity,ga:viewId,ga:viewName,ga:weekNo
20210117,All Users,1010286781,(not set),Cytopoint 30mg 10 x 1ds,Cytopoint,Petcare,Dermatology,340.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010286867,(not set),REVOLUTION PLUS ORANGE 5.6-11 lbs 6pk,Revolution-Feline,Petcare,Parasiticides,400.0,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010286909,(not set),Witness Heartworm 25 Test Kit,Witness Heartworm,Petcare,Diagnostics,78.86,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010286934,(not set),CERENIA TABS 16 MG x 4 Tablets,Cerenia,Petcare,Emesis,112.0,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010286944,(not set),CERENIA - 20ml Injectable Solution,Cerenia,Petcare,Emesis,343.8,1,2,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010286944,(not set),CERENIA TABS 160 MG x 4 Tablets,Cerenia,Petcare,Emesis,80.1,1,3,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010286944,(not set),CONVENIA 10 ML Injectable - 80mg Powder,Convenia,Petcare,Antibiotic,339.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010286944,(not set),Cytopoint 30mg 10 x 1ds,Cytopoint,Petcare,Dermatology,340.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010286944,(not set),Cytopoint 40mg 10 x 1ds,Cytopoint,Petcare,Dermatology,389.0,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010286944,(not set),Sterile Water 10ml Convenia,(not set),Sterile Water 10ml Convenia,(not set),0.0,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010286994,(not set),Cytopoint 20mg 5 x 1ds,Cytopoint,Petcare,Dermatology,146.25,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010287107,(not set),CERENIA - 20ml Injectable Solution,Cerenia,Petcare,Emesis,515.7,1,3,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010287107,(not set),CERENIA TABS 16 MG x 4 Tablets,Cerenia,Petcare,Emesis,112.0,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010287107,(not set),CERENIA TABS 24 MG x 4 Tablets,Cerenia,Petcare,Emesis,117.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010287107,(not set),Cytopoint 30mg 10 x 1ds,Cytopoint,Petcare,Dermatology,340.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010287182,(not set),Cytopoint 30mg 5 x 1ds,Cytopoint,Petcare,Dermatology,170.25,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010287191,(not set),Apoquel Tabs 5.4mg x 100 Tablets,Apoquel,Petcare,Dermatology,145.25,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010287356,(not set),Apoquel Tabs 16mg x 100 Tablets,Apoquel,Petcare,Dermatology,145.25,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010287356,(not set),Cytopoint 20mg 5 x 1ds,Cytopoint,Petcare,Dermatology,146.25,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,All Users,1010287564,(not set),Apoquel 16mg x 250bt x 1 US,Apoquel,Petcare,Dermatology,346.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286634,2020 cytopoint 10pk,Cytopoint 30mg 10 x 1ds,Cytopoint,Petcare,Dermatology,340.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286634,2020 cytopoint 10pk,Cytopoint 40mg 10 x 1ds,Cytopoint,Petcare,Dermatology,389.0,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286634,2020 cytopoint 10pk,Cytopoint 40mg 5 x 1ds,Cytopoint,Petcare,Dermatology,194.5,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286634,2020 cytopoint 10pk,Syringe Luer Lock 3cc Monoject 100x1,SYRINGES,Petcare,Vaccines,30.0,1,100,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286655,(not set),Vanguard Plus 5 25 x 1ds,Canine - AHAA Core,Petcare,Vaccines,166.0,1,50,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286673,(not set),Apoquel 16mg x 250bt x 1 US,Apoquel,Petcare,Dermatology,346.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286676,(not set),REVOLUTION PLUS GREEN 11.1-22 lbs 6pk,Revolution-Feline,Petcare,Parasiticides,307.5,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286677,(not set),Apoquel Tabs 3.6mg x 100 Tablets,Apoquel,Petcare,Dermatology,145.25,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286687,(not set),Apoquel Tabs 16mg x 100 Tablets,Apoquel,Petcare,Dermatology,290.5,1,2,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286694,(not set),ROTOR COMPREHENSIVE DIAGNOSTIC PROFILE 12 PACK,VETSCAN VS2 Chemistry Analyzer,Diagnostics,Chemistry,368.55,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286694,(not set),ROTOR PREP PROFILE II 12 PACK,VETSCAN VS2 Chemistry Analyzer,Diagnostics,Chemistry,270.58,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286694,(not set),ROTOR T4/CHOLESTEROL 12 PACK,VETSCAN VS2 Chemistry Analyzer,Diagnostics,Chemistry,244.88,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286781,(not set),CERENIA - 20ml Injectable Solution,Cerenia,Petcare,Emesis,515.7,1,3,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286781,(not set),Cytopoint 10mg 10 x 1ds,Cytopoint,Petcare,Dermatology,214.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286781,(not set),Cytopoint 20mg 10 x 1ds,Cytopoint,Petcare,Dermatology,292.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286781,(not set),Cytopoint 30mg 10 x 1ds,Cytopoint,Petcare,Dermatology,340.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286867,(not set),REVOLUTION PLUS ORANGE 5.6-11 lbs 6pk,Revolution-Feline,Petcare,Parasiticides,400.0,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286909,(not set),Witness Heartworm 25 Test Kit,Witness Heartworm,Petcare,Diagnostics,78.86,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286934,(not set),CERENIA TABS 16 MG x 4 Tablets,Cerenia,Petcare,Emesis,112.0,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286944,(not set),CERENIA - 20ml Injectable Solution,Cerenia,Petcare,Emesis,343.8,1,2,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286944,(not set),CERENIA TABS 160 MG x 4 Tablets,Cerenia,Petcare,Emesis,80.1,1,3,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286944,(not set),CONVENIA 10 ML Injectable - 80mg Powder,Convenia,Petcare,Antibiotic,339.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286944,(not set),Cytopoint 30mg 10 x 1ds,Cytopoint,Petcare,Dermatology,340.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286944,(not set),Cytopoint 40mg 10 x 1ds,Cytopoint,Petcare,Dermatology,389.0,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286944,(not set),Sterile Water 10ml Convenia,(not set),Sterile Water 10ml Convenia,(not set),0.0,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010286994,(not set),Cytopoint 20mg 5 x 1ds,Cytopoint,Petcare,Dermatology,146.25,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010287107,(not set),CERENIA - 20ml Injectable Solution,Cerenia,Petcare,Emesis,515.7,1,3,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010287107,(not set),CERENIA TABS 16 MG x 4 Tablets,Cerenia,Petcare,Emesis,112.0,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010287107,(not set),CERENIA TABS 24 MG x 4 Tablets,Cerenia,Petcare,Emesis,117.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010287107,(not set),Cytopoint 30mg 10 x 1ds,Cytopoint,Petcare,Dermatology,340.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010287182,(not set),Cytopoint 30mg 5 x 1ds,Cytopoint,Petcare,Dermatology,170.25,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010287356,(not set),Apoquel Tabs 16mg x 100 Tablets,Apoquel,Petcare,Dermatology,145.25,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010287356,(not set),Cytopoint 20mg 5 x 1ds,Cytopoint,Petcare,Dermatology,146.25,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Dynamic Segment,1010287564,(not set),Apoquel 16mg x 250bt x 1 US,Apoquel,Petcare,Dermatology,346.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),Bronchicine CAe 50 x 1ds,Canine - Bordetella,Petcare,Vaccines,220.0,1,50,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),CONVENIA 10 ML Injectable - 80mg Powder,Convenia,Petcare,Antibiotic,339.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),Defensor 3 5 x 10ds,Rabies - 3 Year,Petcare,Vaccines,108.55,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),Revolution 3pk Mauve 0-5 Pup/Kit Top Sol,Revolution-Canine,Petcare,Parasiticides,165.6,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),Simparica 6 x 20mg Light Brown 11.1 - 22lbs,Simparica,Petcare,Parasiticides,450.4,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),Simparica 6 x 40mg Teal 22.1 - 44lbs,Simparica,Petcare,Parasiticides,975.0,1,20,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),Simparica Trio 6x12mg Caramel 11.1-22lbs US,Simparica Trio,Petcare,Dermatology,685.9,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),Sterile Water 10ml Convenia,(not set),Sterile Water 10ml Convenia,(not set),0.0,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),Syringe Luer Lock 3cc Monoject 100x1,SYRINGES,Petcare,Vaccines,0.0,1,300,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),Vanguard Plus 5 L4 25 x 1ds,Canine - AHAA Core,Petcare,Vaccines,1046.5,1,175,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),VetScan Canine Flex 4 Rapid Test Kit 25 Tests,VETSCAN® Rapid Tests,Diagnostics,Rapid Tests,288.77,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286636,(not set),Witness Heartworm 25 Test Kit,Witness Heartworm,Petcare,Diagnostics,278.25,1,3,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286673,(not set),Apoquel 16mg x 250bt x 1 US,Apoquel,Petcare,Dermatology,346.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286781,(not set),CERENIA - 20ml Injectable Solution,Cerenia,Petcare,Emesis,515.7,1,3,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286781,(not set),Cytopoint 10mg 10 x 1ds,Cytopoint,Petcare,Dermatology,214.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286781,(not set),Cytopoint 20mg 10 x 1ds,Cytopoint,Petcare,Dermatology,292.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286781,(not set),Cytopoint 30mg 10 x 1ds,Cytopoint,Petcare,Dermatology,340.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286909,(not set),Witness Heartworm 25 Test Kit,Witness Heartworm,Petcare,Diagnostics,78.86,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010286994,(not set),Cytopoint 20mg 5 x 1ds,Cytopoint,Petcare,Dermatology,146.25,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010287191,(not set),Apoquel Tabs 5.4mg x 100 Tablets,Apoquel,Petcare,Dermatology,145.25,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010287356,(not set),Apoquel Tabs 16mg x 100 Tablets,Apoquel,Petcare,Dermatology,145.25,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,New Users,1010287356,(not set),Cytopoint 20mg 5 x 1ds,Cytopoint,Petcare,Dermatology,146.25,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286634,2020 cytopoint 10pk,Cytopoint 30mg 10 x 1ds,Cytopoint,Petcare,Dermatology,340.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286634,2020 cytopoint 10pk,Cytopoint 40mg 10 x 1ds,Cytopoint,Petcare,Dermatology,389.0,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286634,2020 cytopoint 10pk,Cytopoint 40mg 5 x 1ds,Cytopoint,Petcare,Dermatology,194.5,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286634,2020 cytopoint 10pk,Syringe Luer Lock 3cc Monoject 100x1,SYRINGES,Petcare,Vaccines,30.0,1,100,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286655,(not set),Vanguard Plus 5 25 x 1ds,Canine - AHAA Core,Petcare,Vaccines,166.0,1,50,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286676,(not set),REVOLUTION PLUS GREEN 11.1-22 lbs 6pk,Revolution-Feline,Petcare,Parasiticides,307.5,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286677,(not set),Apoquel Tabs 3.6mg x 100 Tablets,Apoquel,Petcare,Dermatology,145.25,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286687,(not set),Apoquel Tabs 16mg x 100 Tablets,Apoquel,Petcare,Dermatology,290.5,1,2,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286694,(not set),ROTOR COMPREHENSIVE DIAGNOSTIC PROFILE 12 PACK,VETSCAN VS2 Chemistry Analyzer,Diagnostics,Chemistry,368.55,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286694,(not set),ROTOR PREP PROFILE II 12 PACK,VETSCAN VS2 Chemistry Analyzer,Diagnostics,Chemistry,270.58,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286694,(not set),ROTOR T4/CHOLESTEROL 12 PACK,VETSCAN VS2 Chemistry Analyzer,Diagnostics,Chemistry,244.88,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286867,(not set),REVOLUTION PLUS ORANGE 5.6-11 lbs 6pk,Revolution-Feline,Petcare,Parasiticides,400.0,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286934,(not set),CERENIA TABS 16 MG x 4 Tablets,Cerenia,Petcare,Emesis,112.0,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286944,(not set),CERENIA - 20ml Injectable Solution,Cerenia,Petcare,Emesis,343.8,1,2,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286944,(not set),CERENIA TABS 160 MG x 4 Tablets,Cerenia,Petcare,Emesis,80.1,1,3,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286944,(not set),CONVENIA 10 ML Injectable - 80mg Powder,Convenia,Petcare,Antibiotic,339.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286944,(not set),Cytopoint 30mg 10 x 1ds,Cytopoint,Petcare,Dermatology,340.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286944,(not set),Cytopoint 40mg 10 x 1ds,Cytopoint,Petcare,Dermatology,389.0,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010286944,(not set),Sterile Water 10ml Convenia,(not set),Sterile Water 10ml Convenia,(not set),0.0,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010287107,(not set),CERENIA - 20ml Injectable Solution,Cerenia,Petcare,Emesis,515.7,1,3,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010287107,(not set),CERENIA TABS 16 MG x 4 Tablets,Cerenia,Petcare,Emesis,112.0,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010287107,(not set),CERENIA TABS 24 MG x 4 Tablets,Cerenia,Petcare,Emesis,117.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010287107,(not set),Cytopoint 30mg 10 x 1ds,Cytopoint,Petcare,Dermatology,340.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010287182,(not set),Cytopoint 30mg 5 x 1ds,Cytopoint,Petcare,Dermatology,170.25,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210117,Returning Users,1010287564,(not set),Apoquel 16mg x 250bt x 1 US,Apoquel,Petcare,Dermatology,346.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289426,(not set),Apoquel 5.4mg x 250bt x 1 US,Apoquel,Petcare,Dermatology,346.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289426,(not set),Apoquel Tabs 3.6mg x 250 Tablets,Apoquel,Petcare,Dermatology,346.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289426,(not set),CERENIA TABS 24 MG x 4 Tablets,Cerenia,Petcare,Emesis,117.5,1,10,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289426,(not set),Cytopoint 10mg 5 x 1ds,Cytopoint,Petcare,Dermatology,107.25,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289426,(not set),Cytopoint 20mg 5 x 1ds,Cytopoint,Petcare,Dermatology,146.25,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289573,(not set),Cytopoint 40mg 5 x 1ds,Cytopoint,Petcare,Dermatology,194.5,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289574,(not set),Defensor 1 50 x 1ds,Rabies - 1 Year,Petcare,Vaccines,116.0,1,100,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289574,(not set),Syringe Luer Lock 3cc Monoject 100x1,SYRINGES,Petcare,Vaccines,30.0,1,100,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289634,(not set),CONVENIA 10 ML Injectable - 80mg Powder,Convenia,Petcare,Antibiotic,339.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289634,(not set),Diroban-I FDC 25mg/ml 50mg x 2ml Dil 5Pk,DIROBAN,Petcare,Parasiticides,215.55,1,5,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289634,(not set),Sterile Water 10ml Convenia,(not set),Sterile Water 10ml Convenia,(not set),0.0,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289680,(not set),CERENIA TABS 160 MG x 4 Tablets,Cerenia,Petcare,Emesis,26.7,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289750,(not set),Apoquel 16mg x 250bt x 1 US,Apoquel,Petcare,Dermatology,693.5,1,2,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289750,(not set),CERENIA - 20ml Injectable Solution,Cerenia,Petcare,Emesis,171.9,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010289987,(not set),Apoquel 16mg x 250bt x 1 US,Apoquel,Petcare,Dermatology,346.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010290005,(not set),Apoquel Tabs 3.6mg x 100 Tablets,Apoquel,Petcare,Dermatology,435.75,1,3,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010290005,(not set),Apoquel Tabs 5.4mg x 100 Tablets,Apoquel,Petcare,Dermatology,145.25,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010290005,(not set),CONVENIA 10 ML Injectable - 80mg Powder,Convenia,Petcare,Antibiotic,339.75,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
20210118,All Users,1010290005,(not set),Sterile Water 10ml Convenia,(not set),Sterile Water 10ml Convenia,(not set),0.0,1,1,183945438,E-com Hybris Production USA - Master View,2021-04
